raw_comment,normalize_comment,emoji_decode
"Nhờ con bạn lấy hàng giùm mà tưởng đâu shop trả tiền pr cho n không luôn á😳
Tóm lại là đáng tiền❤️",nhờ con bạn lấy hàng giùm mà tưởng trả tiền pr cho n không luôn á tóm là đáng tiền,flushed heart
🤗🤗🤗 áo rất đep vừa vặn mặc rất ấm sản phấm rất ok khá đẹp đóng gói cẩn thận,áo rất đẹp vừa vặn mặc rất ấm sản phấm rất ok khá đẹp đóng gói cẩn thận,hugs hugs hugs
"Ví xinh lắm ạ, đụng được ít thẻ với tiền mặt ít ít. Giao hàng hơi lâu í 😅",ví xinh lắm đụng được ít thẻ tiền mặt ít ít giao hàng hơi lâu í,sweat_smile
"Sp sale 1k nên ko đòi hỏi j 
Nhưng đường may ko chắc chắn 1 xíu nào cả , đóng gói sơ xài 🤧",sản phẩm sale không nên không đòi hỏi j nhưng đường may không chắc chắn xíu nào cả đóng gói sơ xài,sneezing_face
"Săn sale nhưng hàng rất y hình đẹp dày dặn 😘😘😘, giao hàng cũng nhanh...",săn sale nhưng hàng rất y hình đẹp dày dặn giao hàng cũng nhanh,kissing_heart kissing_heart kissing_heart
Áo đẹp ạ. Shop tư vấn nhiệt tình lắm nhé. Chúc shop buôn may bán đắt. 1 ngày bán 1000 áo nhé ❤️❤️❤️❤️,áo đẹp tư vấn nhiệt tình lắm nhé chúc buôn may bán đắt ngày bán áo nhé,heart heart heart heart
Video chỉ mạng tính chất lấy xu🤣🤣 chất lượng sản phẩm tuyệt vời áo form rộng giao hàng nhanh,video chỉ mạng tính chất lấy xu chất lượng sản phẩm tuyệt vời áo form rộng giao hàng nhanh,rofl rofl
"Quần đẹp lắm luôn không uổng công chờ đợi 🥰🥰🥰🥰 

Chat luong sp tuyet voi",quần đẹp lắm luôn không uổng công chờ đợi chat sản phẩm voi,smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts
"Shop siêu dễ thương, tương tác nhanh với KH, thông tin đơn hàng liên tục. Ship siêu lẹ ạ, 2 ngày mà từ HN vô SG. Quần đũi siêu mê, chất dày vừa rất đẹp, may tỉ mĩ từng mũi chỉ, kiểu hàng thiết kế chứ kg phải may ẩu hàng chợ đâu. Sắc sảo từng chi tiết. Gói hàng siêu cute, size và màu chuẩn đẹp 🥰",siêu dễ thương tương tác nhanh không thông tin đơn hàng liên tục ship siêu lẹ ngày mà từ vô quần đũi siêu mê chất dày vừa rất đẹp may tỉ mĩ từng mũi chỉ kiểu hàng thiết kế chứ kg phải may ẩu hàng chợ sắc sảo từng chi tiết gói hàng siêu cute size màu chuẩn đẹp,smiling_face_with_three_hearts
Đồ đẹp lắm ý 😊,đồ đẹp lắm ý,blush
"Săn sale giá rẻ, tuyệt tuyệt lắm ạ hihihi ủng hộ shop nha hihihi iuuuuuu 🥰🥰🥰🥰🥰",săn sale giá rẻ tuyệt tuyệt lắm ủng hộ iu,smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts
"hình ảnh ko lq nhưng áo xịn lắm nhé , đáng mua ❤️❤️😂❤️😂😂😂😂😂😂😂😂😂😏😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",hình ảnh không nhưng áo xịn lắm nhé đáng mua,smirk heart heart heart joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy joy
Cặp siêu đẹp♥️♥️♥️Có điều shop bỏ nhầm túi vàng thành túi xanh cho mình nhưng ko sao cặp đẹp lắm mn,cặp siêu đẹp có điều bỏ nhầm túi vàng thành túi xanh cho nhưng không cặp đẹp lắm mọi người,hearts hearts hearts
"Giá dưới mỗi ảnh. Free ship
‼️Hàng về từ 1-2 tuần‼️.................",giá dưới mỗi ảnh ship hàng về từ tuần,bangbang bangbang
"vải nóng, đường may lỗi rất nhiều, áo gì mà mới mở ra đã cứ rách tả tơi thế này. chán thực sự. mua 1 lần thôi, không có lần 2 đâu nhó! 👋",vải nóng đường may lỗi rất nhiều áo gì mà mới mở ra cứ rách tả tơi chán thực sự mua lần không có lần nhó,wave
"Giá rẻ nên đi kèm chất lượng. Mua 3 chiếc quần, cả 3 chiếc đều lỗi khóa kéo, may ẩu.
Vì cắt mác rồi nên ko đổi lại và sẽ tự sửa.
Trải nghiệm không vui.😞",giá rẻ nên đi kèm chất lượng mua chiếc quần cả chiếc đều lỗi kéo may ẩu vì cắt mác nên không đổi sẽ tự sửa trải nghiệm không vui,disappointed
Chồng bảo đố mua được ở đâu với giá 2k nhá 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,chồng bảo đố mua được ở giá không nhá,rofl rofl rofl rofl rofl rofl rofl rofl rofl rofl rofl rofl rofl rofl rofl rofl rofl rofl rofl rofl
Túi cao thêm 1 cm nũa thì đẹp rồi hơi tiếc 😅,túi cao thêm cm nũa đẹp hơi tiếc,sweat_smile
"Shop ok 
Tặng thêm đôi vớ , thanks 😍😍",ok tặng thêm đôi vớ thanks,heart_eyes heart_eyes
Vãi mỏng 🤧,vãi mỏng,sneezing_face
"giá thành trung bình 119.000 mà hôm mình mua bán giá 150,000 tức dễ sợ 🤬🤬😡😡😡😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬😡😡😡😡😡😡😡",giá thành trung bình mà hôm mua bán giá tức dễ sợ,cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face pout pout pout pout pout pout pout pout pout pout pout
Nhờ shop mix màu r mà shop quên 😪😪,nhờ mix màu mà quên,sleepy sleepy
"Áo như hình ảnh, chất vải mát, shop tư vấn nhiệt tình. Do mình bấm đúp 2 lần nên ko nhận đk quà. Hơi tiếc😥😥😥",áo như hình ảnh chất vải mát tư vấn nhiệt tình do bấm đúp lần nên không nhận quà hơi tiếc,disappointed_relieved disappointed_relieved disappointed_relieved
"Móc shop giao đep lắm! Mình rất thích!


Sản phẩm tốt
chất lượng tuyệt vời ✨, đóng gói chu đáo 🧭, 
giao hàng nhanh chóng💾, đúng hàng & đúng mẫu✨

Thank kiu shop 🙏🏻 
chúc shop bán đắt😆💫✨",móc giao đẹp lắm rất thích sản phẩm tốt chất lượng tuyệt vời đóng gói chu đáo giao hàng nhanh chóng đúng hàng đúng mẫu thank kiu chúc bán đắt,satisfied floppy_disk compass sparkles sparkles sparkles pray dizzy
"Săn sale nên mua được với giá rẻ, ví da dễ thương , giao đúng màu. Nhưng có nút bấm bị lỗi vì cứng lắm, mình phải thoa dầu ăn vào cho dễ ấn lại được 😔",săn sale nên mua được giá rẻ ví da dễ thương giao đúng màu nhưng có nút bấm lỗi vì cứng lắm phải thoa dầu ăn vào cho dễ ấn được,pensive
"Form oke mặc dù cổ ao khá to và bè nhìn k ưng mắt, vải hơi dày nên khá nóng.Vai áo còn dính vết bẩn nhỏ màu trắng.  Giá vậy mà chất lượng k tương xứng cho lắm 🥶 Cho 3 sao để cố gắng nhé shop 🤡
Hình klq lấy xu nhé :)))
P/s : sau 2 ngày trải nghiệm áo cho 2 sao . Giặt xong chỉ thừa bung ra tùm lum",form ok mặc dù cổ ao khá to bè nhìn không ưng mắt vải hơi dày nên khá nóng vai áo còn dính vết bẩn nhỏ màu trắng giá mà chất lượng không tương xứng cho lắm cho cố gắng nhé hình lấy xu nhé p s sau ngày trải nghiệm áo cho giặt xong chỉ thừa bung ra tùm lum,cold_face clown_face
"Sản phẩm đẹp, đúng from , đúng QC . nên mua ủng hộ shop 👍",sản phẩm đẹp đúng from đúng nên mua ủng hộ,thumbsup
"Sản phẩm chất lượng tốt mua được giá rẻ nên rất oki ạ, chúc shop buôn bán đắt hàng 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍",sản phẩm chất lượng tốt mua được giá rẻ nên rất chúc buôn bán đắt hàng,heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes
Son đẹp lắm son tán rất thích luôn nhưng mình k thích cái mùi của son lắm❤️❤️,son đẹp lắm son tán rất thích luôn nhưng không thích cái mùi của son lắm,heart heart
dạ sản phẩm okii lắm mọi người ❤️ form dáng khá to nên là mặc rất thoải máiii í giao hàng thì nhanh nữa :33 ( em xin lỗi vì đã để ảnh và video k liên quan gì 😢),dạ sản phẩm lắm mọi người form dáng khá to nên là mặc rất thoải mái í giao hàng nhanh em xin lỗi vì ảnh video không liên quan gì,heart cry
hàng đúng hình ảnh chất lượng tốt 👍👍👍👍👍👍,hàng đúng hình ảnh chất lượng tốt,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
Đợt sale tháng 12 này toàn sale tất luôn ý nên sắm được nhiều tất thật🤣,đợt sale tháng toàn sale tất luôn ý nên sắm được nhiều tất thật,rofl
"Áo croptop freesize rộng với mình 
Mình m62, 52kg
👍👍👍👍👍👍👍👍👍👍👍",áo rộng mình kg,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
Vải hàng chợ thô cứng. Mà live nói hàng quảng châu . Đúng chuẩn câu tiền nào của đó 🤣 vậy mà tưởng live sale vô coi mua. Hãy là người mua thông mình nhé mấy bạn 🤣 ko cần nói tui lock trc rồi shop ơi 🤣 bán có tâm ắt có tầm. Người mua lầm chứ người bán có bao giờ lầm 🤣 ai ham rẻ như e là thấy cái,vải hàng chợ thô cứng mà live nói hàng quảng châu đúng chuẩn câu tiền nào của mà tưởng live sale vô coi mua hãy là người mua thông nhé mấy bạn không cần nói lock ơi bán có tâm ắt có tầm người mua lầm chứ người bán có bao giờ lầm ai ham rẻ như e là thấy cái,rofl rofl rofl rofl
"váy rất xinh, vải cũng okie la, mọi người nên mua nha nha nha 😘😘😘😘😘",váy rất xinh vải cũng ok la mọi người nên mua nha,kissing_heart kissing_heart kissing_heart kissing_heart kissing_heart
"Áo đẹp, có chữ dạ quang 👍👍👍",áo đẹp có chữ dạ quang,thumbsup thumbsup thumbsup
Uầy nhìn xịn xò vãi luôn mọi người ạ mà lại còn rẻ chỉ với 125k một chiếc thui rẻ quá trời luôn á mà còn đẹp giả mang vãi lại tốt mịn nhìu ngăn túi vừa vặn lắm nhá mọi người nên mua ủg hộ shop thiệt nhìu nha vì mình đã mua rất nhìu sản phẩm và uy tín nữa.Cho shop 5 sao và cả anh ship rất tận tình😍,uầy nhìn xịn xò vãi luôn mọi người mà còn rẻ chỉ không một chiếc thui rẻ quá trời luôn á mà còn đẹp giả mang vãi tốt mịn nhìu ngăn túi vừa vặn lắm nhá mọi người nên mua hộ thiệt nhìu vì mua rất nhìu sản phẩm uy tín cho cả anh ship rất tận tình,heart_eyes
"hàng ok, balo dày , đẹp nói chung là tất cả rất ok, giá cả hợp lí mọi ng cứ mua đi nhé❤️",hàng ok dày đẹp nói chung là tất cả rất ok giá cả hợp lí mọi cứ mua đi nhé,heart
"Shop quốc tế giao hàng hơi lâu, hơn 1 tuần mới về. Nhưng chất lượng và đồ khỏi bàn lun. Đáng đồng tiền bát gạo lắm các bác ạ. 😅 Đóng gói sản phẩm vô cùng cẩn thận. Tuyệt vờiiii",quốc tế giao hàng hơi lâu hơn tuần mới về nhưng chất lượng đồ khỏi bàn luôn đáng đồng tiền bát gạo lắm các bác đóng gói sản phẩm vô cùng cẩn thận tuyệt vời,sweat_smile
Mua áo lần này chất mỏng không được như lần trước  dù lần trước mua sale 😑😑😑,mua áo lần chất mỏng không được như lần trước dù lần trước mua sale,expressionless expressionless expressionless
Quần đẹp co giãn nhẹ nhưng hơi ngắn. Mk đặt cho e trai sz 31 về đo thấy ngắn hơn quần cùg sz 31 ở nhà 🤣,quần đẹp co giãn nhẹ nhưng hơi ngắn đặt cho e trai size về đo thấy ngắn hơn quần size ở nhà,rofl
Vòng cổ này xinh xỉuuuuu luônnnn 🥰 thích nhất là cái nàyyyyyy,vòng cổ xinh xỉu luôn thích nhất là cái,smiling_face_with_three_hearts
"Đẹp thì đẹp, chứ chất pha nilon mặc nóng tệ, lên dáng dõ buồn cười, chất xấu mình không ưng lắm nên đã đề nghị hoàn trả sốp không đồng ý, cảm ơn shop vì lần mua đầu và không bao h có lần sau 😑🙃mn cân nhắc khi mua ạ",đẹp đẹp chứ chất pha mặc nóng tệ lên dáng dõ buồn cười chất xấu không ưng lắm nên đề nghị hoàn trả sốp không đồng ý cảm ơn vì lần mua đầu không bao h có lần sau mọi người cân nhắc mua,expressionless upside_down_face
"Áo tốt đẹp, giá rẻ. Nhân đc hàng r mà quên đánh giá cho shop 5 sao ⭐️ 😂",áo tốt đẹp giá rẻ nhân được hàng mà quên đánh giá cho,star joy
"Mk kêu lấy 1ghi sáng 1 ghi đậm mà shop lại giao cả 2 ghi sáng 😰😰
Sp cx ok",kêu lấy ghi sáng ghi đậm mà giao cả ghi sáng sản phẩm cũng ok,cold_sweat cold_sweat
"Áo rất xinh, rất đẹp, tuyệt vời chúc ngày mới an lành hạnh phúc. Chúc mừng Heeseung debut 🥳",áo rất xinh rất đẹp tuyệt vời chúc ngày mới an lành hạnh phúc chúc mừng debut,partying_face
"Rất hài lòng, sản phẩm như hình, sẽ ủng hộ👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",rất hài lòng sản phẩm như hình sẽ ủng hộ,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
"Chất lượng sản phẩm ok, nhưng mình vì chiều hôm đấy thi nên cần gấp, đặt lúc 0h và chọn tốn thêm 14k tiền ship chọn dịch vụ nowship cho nhanh. Mình cũng đã nhắn shop giao sớm, 5h sáng shop rep đồng ý. Mà tới trưa mình vẫn thấy shop chưa giao cho bên vận chuyển, nhắn shop thì đổ thừa mình k nói 😶",chất lượng sản phẩm ok nhưng vì chiều hôm đấy thi nên cần gấp đặt lúc h chọn tốn thêm không tiền ship chọn dịch vụ cho nhanh cũng nhắn giao sớm h sáng rep đồng ý mà tới trưa vẫn thấy chưa giao cho bên vận chuyển nhắn đổ thừa không nói,no_mouth
"Không đáng tiền. Áo cộc, dáng xấu. Và áo rất mỏng nhé. Thất vọng quá 😟",không đáng tiền áo cộc dáng xấu áo rất mỏng nhé thất vọng quá,worried
"Cũng được
Nhưng mà vẫn xấu hơn cái mình tự mua
Ko phồng cho lắm
❤️",cũng được nhưng mà vẫn xấu hơn cái tự mua không phồng cho lắm,heart
"Áo đẹp lắm ạ ❤️ 
Chất vải mát lắm 🤭 nên mua mn ạ",áo đẹp lắm chất vải mát lắm nên mua mọi người,hand_over_mouth heart
"Nhận hàng nhanh với shipper thân thiện, mình cao 1m68 mặc áo còn thấy rộng hơi qua mông tí, nói chung sẽ ủng hộ shop nữa ☺️",nhận hàng nhanh thân thiện cao mặc áo còn thấy rộng hơi qua mông tí nói chung sẽ ủng hộ,relaxed
"Áo đẹp lắm nha shop ơi🤩
Sẽ ủng hộ shop lần nữa❤️",áo đẹp lắm ơi sẽ ủng hộ lần,heart star_struck
Mk sẽ để Ảnh ở đây và k nói gì thêm ạ ❤️❤️❤️🥰,sẽ ảnh ở đây không nói gì thêm,smiling_face_with_three_hearts heart heart heart
Sp đẹp có điều kh dc đổi lạii hàng nên hơi buồn 🙂 . Đành vất trong só kh sàii😏.,sản phẩm đẹp có điều không được đổi hàng nên hơi buồn đành vất trong só không sài,slightly_smiling_face smirk
Hàng dùng đỉnh lắm mn ạ.Thoáng mát ko gây bí.Nên mua nên mua nên mua nên mua nha mọi người ơi💖💖,hàng dùng đỉnh lắm mọi người thoáng mát không gây bí nên mua nên mua nên mua nên mua mọi người ơi,sparkling_heart sparkling_heart
"Áo đăng 1 kiểu , khi nhận 1 kiểu ko giống hình 😓😓😓😓😓😓😓😓😓😓😓 ncncjc",áo đăng kiểu nhận kiểu không giống hình,sweat sweat sweat sweat sweat sweat sweat sweat sweat sweat sweat
"Ko biết có phải do là hàng giảm giá nên chất lượng kém ko? 😅
Chất vải nhũn, dáng áo ko đứng! Mặc 3 hôm chắc dão hết vải",không biết có phải do là hàng giảm giá nên chất lượng kém không chất vải nhũn dáng áo không đứng mặc hôm chắc dão hết vải,sweat_smile
Áo mua về chuột cắn tùm lum🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,áo mua về chuột cắn tùm lum,cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face
Sản phẩm ok lắm nha 👌( Hình ảnh chỉ mang tính chất kiếm xu ),sản phẩm ok lắm hình ảnh chỉ mang tính chất kiếm xu,ok_hand
Hàng chất lượng xịn xò😁,hàng chất lượng xịn xò,grin
với giá thành rẻ nhưng vải cũng kh đến mức tồi rất là ok mặc thoáng mát góp ý cho shop là cái cổ nhìn hơi thô í còn lại rất ok đóng hàng siêu đep luôn ạ 🤩,giá thành rẻ nhưng vải cũng không đến mức tồi rất là ok mặc thoáng mát góp ý cho là cái cổ nhìn hơi thô í còn rất ok đóng hàng siêu đẹp luôn,star_struck
"Sản phẩm bình thường, phù hợp với giá, form không được xinh như ảnh, đợt hàg mình nhận,ngăn phụ bên trong không có khóa kéo như feedback trước 😢😢😢",sản phẩm bình thường phù hợp giá form không được xinh như ảnh đợt nhận ngăn phụ bên trong không có kéo như feedback trước,cry cry cry
Đã nhận hàng.. chất đẹp.. mặc đép ... giá quá rẻ 35k 😊👍👍❤,nhận hàng chất đẹp mặc đép giá quá rẻ không,blush thumbsup thumbsup
váy Ngắn  chất vải tốt 👍👍,váy ngắn chất vải tốt,thumbsup thumbsup
Hàng chưa thực sự giống mô tả. Bỏ giấy tờ ko vừa. To hơn tí nữa thì thỏa mái sao ko to tí. Chất da giả rất mỏng. Thời gian sử dụng chắc k qua được mùa mưa 🤣,hàng chưa thực sự giống mô tả bỏ giấy tờ không vừa to hơn tí mái không to tí chất da giả rất mỏng thời gian sử dụng chắc không qua được mùa mưa,rofl
"Giao hàng nhanh, túi hơi bé so với hình, hai bên bị méo, da ở trong thì ko ok lắm, nói chung so với giá thì bị max 😥",giao hàng nhanh túi hơi bé so hình hai bên méo da ở trong không ok lắm nói chung so giá max,disappointed_relieved
"Nhắn cho shop giao 5 màu khác nhau mà shop giao 1 màu.  Không đẹp. 
Chừa luôn.  1 lần thôi.  😴😴😴😴😴",nhắn cho giao màu khác nhau mà giao màu không đẹp chừa luôn lần,sleeping sleeping sleeping sleeping sleeping
"Giao hàng siêu nhanh, siêu tốc độ. Hàng xinh y hình chất lượng vải dày, đẹp. Còn được tặng thêm quà tặng kèm 👍",giao hàng siêu nhanh siêu tốc độ hàng xinh y hình chất lượng vải dày đẹp còn được tặng thêm quà tặng kèm,thumbsup
Săn sale 1k mà về chiếc dây buộc tóc ưng cái bụng lắmmmm 🥕🥕🥕🥕🥕🥕,săn sale không mà về chiếc dây buộc tóc ưng cái bụng lắm,carrot carrot carrot carrot carrot carrot
"Áo bình thường,  có điều vừa mua hôm trước 169k,  hôm sau xuống 98k.  Giá lên xuống thất thường 😃",áo bình thường có điều vừa mua hôm trước không hôm sau xuống không giá lên xuống thất thường,smiley
"Hàng 1k mà chất lượng ok lắm á mọi người ơi 😚😚😚😚, dày dặn, đẹp, cực thích, tư vấn cũng cute á nè 😘😘😐😘👍😂😄🤣🤣🤣🤣🤣🤣☺️☺️🙂😁🙂😁☠️😄😂☠️😄😂😄😃",hàng không mà chất lượng ok lắm á mọi người ơi dày dặn đẹp cực thích tư vấn cũng cute á,joy joy joy rofl rofl rofl rofl rofl rofl kissing_closed_eyes kissing_closed_eyes kissing_closed_eyes kissing_closed_eyes smile smile smile smile relaxed relaxed slightly_smiling_face slightly_smiling_face smiley kissing_heart kissing_heart kissing_heart neutral_face thumbsup skull_and_crossbones skull_and_crossbones grin grin
"Hình ảnh mang tính chất nhận xu😥😥
Đồ đẹp nha mọi người nên mua
Lần sau sẽ ủng hộ tiếp🥰🥰",hình ảnh mang tính chất nhận xu đồ đẹp mọi người nên mua lần sau sẽ ủng hộ tiếp,smiling_face_with_three_hearts smiling_face_with_three_hearts disappointed_relieved disappointed_relieved
"Size M mà 48 kg mặc k vừa , vải nóng . 😛😛😂😂😂😂😝😝😝🙂🙂🙂😝🙂😝🙂😝🙂😝🙂😝🙂😝😝😝🤣ghh",size mà kg mặc không vừa vải nóng giao hàng,joy joy joy joy stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes stuck_out_tongue_closed_eyes rofl slightly_smiling_face slightly_smiling_face slightly_smiling_face slightly_smiling_face slightly_smiling_face slightly_smiling_face slightly_smiling_face slightly_smiling_face stuck_out_tongue stuck_out_tongue
Lần này là lần t2 mk mua quần áo ngủ ở shop rồi rất ưng luôn 😍😍,lần là lần mua quần áo ngủ ở rất ưng luôn,heart_eyes heart_eyes
Hàng đẹp khá ok vừa giá tiền ship nhanh sẽ ủng hộ shop nhìu xin lỗi vì k có ảnh 😪😪,hàng đẹp khá ok vừa giá tiền ship nhanh sẽ ủng hộ nhìu xin lỗi vì không có ảnh,sleepy sleepy
Rất đẹp. Đeo lên rất cute 😍😍 gavgsnsnzbzbbznxbxbsbznnsbsbdndndnheehhebebb,rất đẹp đeo lên rất cute,heart_eyes heart_eyes
Giao hàng nhanh shop không che tên sản phẩm như mình dặn 😥 quần đẹp vừa y luôn shop tư vấn nhiệt tình,giao hàng nhanh không che tên sản phẩm như dặn quần đẹp vừa y luôn tư vấn nhiệt tình,disappointed_relieved
"Đồ đã xịn, vải đã đẹp, giá đã rẻ mà lại còn tặng kèm quà thì 100 sao cũng đáng 😍😍",đồ xịn vải đẹp giá rẻ mà còn tặng kèm quà cũng đáng,heart_eyes heart_eyes
Vòng đẹp gói hàng rất tốt nhưng do là hàng quốc tế nên giao lâu quá làm mình đợi mỏi mòn 😭😭😭,vòng đẹp gói hàng rất tốt nhưng do là hàng quốc tế nên giao lâu quá làm đợi mỏi mòn,sob sob sob
"Sản phẩm đẹp, giá rẻ, sẽ tiếp tục ủng hộ shop ❤️❤️❤️❤️🤣❤️❤️❤️❤️❤️❤️",sản phẩm đẹp giá rẻ sẽ tiếp tục ủng hộ,rofl heart heart heart heart heart heart heart heart heart heart
tương đối ổn áp nha ❤️ nhưng mà giao hàng 15 ngày mới nhận đc ak mn.,tương đối ổn áp nhưng mà giao hàng ngày mới nhận được mọi người,heart
"Giao hàng rất lâu gần 1 tháng luôn 😭😭😭
Hàng đẹp, chắc chắn rất ưng",giao hàng rất lâu gần tháng luôn hàng đẹp chắc chắn rất ưng,sob sob sob
Kẹp tóc y hình 🥰 dùng mã giảm airpay nên mua đc giá 0d 😆 ở ngoài chắc phải 4-50k :)) đẹp xịn 💯👍🏼❤️,kẹp tóc y hình dùng mã giảm nên mua được giá d ở ngoài chắc phải không đẹp xịn,satisfied 100 smiling_face_with_three_hearts heart thumbsup
Đặt vàng be thì giao màu trắng 😠,đặt vàng be giao màu trắng,angry
Nghe đồn hôm nay là ngày Quốc Tế Tỏ Tình hả các bạn 😜 ???🥳🥳🥳🥳🥳🥳🥳,nghe đồn hôm nay là ngày quốc tế tỏ tình hả các bạn,stuck_out_tongue_winking_eye partying_face partying_face partying_face partying_face partying_face partying_face partying_face
Áo rất nhỏ so với ai 1m70 trở lên :)) thề mua về xong qang luôn mình 1m71 :)) mà mặc éo vừa ☹️,áo rất nhỏ so ai trở lên thề mua về xong luôn mình mà mặc éo vừa,frowning_face
"Áo chất mỏng teng luôn á mng, cũng đang thắc mắc là sao áo của mình không dc dày dặn và có tag như áo mng đánh giá á 😞",áo chất mỏng teng luôn á mọi người cũng đang thắc mắc là áo của không được dày dặn có tag như áo mọi người đánh giá á,disappointed
Ưng lắm ạ 👍👍👍 ( hình ảnh và video chỉ mang tính chất lấy xu 👌👌👌👌),ưng lắm hình ảnh video chỉ mang tính chất lấy xu,thumbsup thumbsup thumbsup ok_hand ok_hand ok_hand ok_hand
""" Em cảm ơn chị shop dễ thương cảm ơn luôn các anh shippers rất rất rất là dễ thương & tốt bụng nữa....!!!!♥️🙆🏻 """,em cảm ơn chị dễ thương cảm ơn luôn các anh rất rất rất là dễ thương tốt bụng,hearts ok_person
Đơn hàng đã thanh toán airpay rồi mà shipper giao cho người lạ. Lỡ đơn mấy chục triệu rồi mất hàng thì làm sao 🙄,đơn hàng thanh toán mà giao cho người lạ lỡ đơn mấy chục triệu mất hàng làm,roll_eyes
"Đặt 1 tròn mặt trắng, 1 vuông mặt đen xong giao mình 2 mặt vuông 🥲👌🏻",đặt tròn mặt trắng vuông mặt đen xong giao mặt vuông,ok_hand smiling_face_with_tear
Đường may lệch 2 bên vành mũ 😑,đường may lệch bên vành mũ,expressionless
Ái vaie đẹp ... nhưng màaa bung chỉ nhiều .. khâu cũng ko thẳng ... đúng tiềnn nào của nấy thôi mn 😶😶😶😶😶,ái đẹp nhưng bung chỉ nhiều khâu cũng không thẳng đúng tiền nào của nấy mọi người,no_mouth no_mouth no_mouth no_mouth no_mouth
"😥😥😥😥😥😥😥😥 không ổn lắm, được cái đóng gói chắc chắn ship nhanh",không ổn lắm được cái đóng gói chắc chắn ship nhanh,disappointed_relieved disappointed_relieved disappointed_relieved disappointed_relieved disappointed_relieved disappointed_relieved disappointed_relieved disappointed_relieved
Tuy giá rẻ nhưng rất ok. Nhỏ nhắn xinh xắn. Sẽ ủng hộ shop dài dài. 5⭐,tuy giá rẻ nhưng rất ok nhỏ nhắn xinh xắn sẽ ủng hộ dài dài,star
