raw_comment,normalize_comment,emoji_decode
Mang mát lắm nha đc tặng kèm khẩu trang,mang mát lắm được tặng kèm khẩu trang,
Chỗ dán chống thấm đường may dán ko đều dễ bị bong tróc,chỗ dán chống thấm đường may dán không đều dễ bong tróc,
"Chất lượng sản phẩm rất đẹp, vải OK, đóng gói sản phẩm rất thích, có nhu cầu mình sẽ ủng hộ shop nhe",chất lượng sản phẩm rất đẹp vải ok đóng gói sản phẩm rất thích có nhu cầu sẽ ủng hộ nhe,
"Quần giao đúng màu đúng size, vải cũng oke. 
Áo thì giao nhầm size 
Giao hàng lâu, shop Mall mà trả lời tin nhắn quá lâu, nhắn đi nhắn lại vài tin mới rep",quần giao đúng màu đúng size vải cũng ok áo giao nhầm size giao hàng lâu mà trả lời tin nhắn quá lâu nhắn đi nhắn vài tin mới rep,
"Ví đẹp y hình, giao hàng nhanh đóng gói cẩn thận, săn được giá sale nên rất ưng. Nên mua ..............................................................................................",ví đẹp y hình giao hàng nhanh đóng gói cẩn thận săn được giá sale nên rất ưng nên mua,
Đợt này shop giao sai mẫu nhiều quá. Màu này cũng đẹp. Shop đóng gói vừa đủ. Giao hàng bình thường.,đợt giao sai mẫu nhiều quá màu cũng đẹp đóng gói vừa đủ giao hàng bình thường,
"Quần giá này so với chất lượng thì quá đắt, chất lượng vãi cũng bình thường không có tốt. Nói tóm lại là mình không ưng với sản phẩm này",quần giá so chất lượng quá đắt chất lượng vãi cũng bình thường không có tốt nói tóm là không ưng sản phẩm,
"Chất khá tốt. Mặc lên dáng thì oke. Giao hàng nhanh, thân thiện",chất khá tốt mặc lên dáng ok giao hàng nhanh thân thiện,
"Áo rẻ so với chất lượng. Giao hàng cực kì nhanh, đặt hôm qua thì hôm nay đã có hàng",áo rẻ so chất lượng giao hàng cực kì nhanh đặt hôm qua hôm nay có hàng,
"Hàng đẹp, nhưng shop giao thiếu của mình một sợi dây rồi, một set có 3 sợi shop giao có 2 sợi huhu",hàng đẹp nhưng giao thiếu của một sợi dây một set có sợi giao có sợi,
"Bông tai siêu đẹp luôn mn ơi , lại còn giá rẻ nữa , nên mua nha ...",bông tai siêu đẹp luôn mọi người ơi còn giá rẻ nên mua,
"Hình ảnh chỉ mang tính chất nhận xu, sản phẩm chất chất lượng so với tầm giá, sẽ tiếp tục ủng hộ shop! Cảm Cảm ơn!",hình ảnh chỉ mang tính chất nhận xu sản phẩm chất chất lượng so tầm giá sẽ tiếp tục ủng hộ cảm cảm ơn,
"Áo xinh lắm nì
Chất dày dặn ko mỏng dou nhoa
Mik 1m5 mặc sz L chùm mông nha, form rộng rãi thoải mái lúc đặt cứ sợ form nhỏ nhưng mà form to đẹp lắm luôn ấy
Giao hàng trễ hơn dự kiến 2 ngày nhưng ko sao nhận được hàng mừng xỉu
Nói chung với mức giá này thì ko còn gì để chê, ngoài mong đợi lun á",áo xinh lắm nì chất dày dặn không mỏng nhoa mặc size l chùm mông form rộng rãi thoải mái lúc đặt cứ sợ form nhỏ nhưng mà form to đẹp lắm luôn ấy giao hàng trễ hơn dự kiến ngày nhưng không nhận được hàng mừng xỉu nói chung mức giá không còn gì chê ngoài mong đợi luôn á,
"Gói hàng cẩn thận 
Hàng nhì đẹp
Rất ưng
Chưa dùng nên không biết có được bền ko ^^ 
Nên mua nhé hihi",gói hàng cẩn thận hàng nhì đẹp rất ưng chưa dùng nên không biết có được bền không nên mua nhé,
Áo mỏng nhung cung tam on.,áo mỏng nhung cung tam on,
hàng ok size rộng nhưng hơi ngắn,hàng ok size rộng nhưng hơi ngắn,
"Form áo lên không được đẹp, phần tay áo với vai áo kì kì 🥲🥲🥲🥲🥲",form áo lên không được đẹp phần tay áo vai áo kì kì,smiling_face_with_tear smiling_face_with_tear smiling_face_with_tear smiling_face_with_tear smiling_face_with_tear
Shop giao hàng thiếu nhưng bù lại chất lượng thì rất ok,giao hàng thiếu nhưng bù chất lượng rất ok,
"Quan dep nhu hinh, vai dep, shop giao hang nhanh, se ung ho shop",quan nhu hinh vai giao hang nhanh se ung ho,
"Đã nhận được hàng 1k vui quá,áo rất đẹp mềm mịn chuẩn size ạ,giao đúng màu luôn ạ💐💐💐💐💐",nhận được hàng không vui quá áo rất đẹp mềm mịn chuẩn size giao đúng màu luôn,bouquet bouquet bouquet bouquet bouquet
Đẹp mà mỗi tội là giao hơi lâu😅,đẹp mà mỗi tội là giao hơi lâu,sweat_smile
"Sản phẩm tất quá mỏng, may quá tệ, không đúng mô tả.",sản phẩm tất quá mỏng may quá tệ không đúng mô tả,
Áo nhàu nát .....mặt ko đc.....😞😞😞😞😞,áo nhàu nát mặt không được,disappointed disappointed disappointed disappointed disappointed
Xấu hơn so với hình,xấu hơn so hình,
Shop lại giao lộn mẫu cho mfinh lần tr đã giao nhằm lần này cũng vậy,giao lộn mẫu cho lần tr giao nhằm lần cũng,
Chất lượng sản phẩm tạm được so với giá tiền bỏ ra. Giao hàng nhanh,chất lượng sản phẩm tạm được so giá tiền bỏ ra giao hàng nhanh,
Sp ok. Phù hợp vs giá cả.,sản phẩm ok phù hợp giá cả,
"Chất lượng tốt, áo thơm mà cười ị dí shop luôn 🤣",chất lượng tốt áo thơm mà cười ị dí luôn,rofl
Đẹppppppp lắm nhaaaaa mọi người không mua thì tiếc lắm nhaaaaaaaaaaa,đẹp lắm mọi người không mua tiếc lắm,
Quần kém chất lượng còn chưa may hết chân quần,quần kém chất lượng còn chưa may hết chân quần,
"Trừ 3 sao vì: 
1. Dịch vụ vận chuyển cọc cằn, khách gọi thì tắt máy k nghe. Sau khi chịu nghe máy thì nói chuyện trống rỗng trong khi mình dạ thưa :)) 
2. Đã lưu ý với shop là che tên sản phẩm rồi nhưng shoo không che
3. Giao đúng màu nhưng mẫu thực tế khác xa so với hình ảnh. Mặc vào bị bó và ngắn",trừ vì dịch vụ vận chuyển cọc cằn khách gọi tắt máy không nghe sau chịu nghe máy nói chuyện trống rỗng trong dạ thưa lưu ý là che tên sản phẩm nhưng không che giao đúng màu nhưng mẫu thực tế khác xa so hình ảnh mặc vào bó ngắn,
"hàng ok, chất vải mát mẻ.  nhưng shop nhắn tin quá nhìu rất làm phiền ng khác đến nỗi mình k dám mua nữa đâu. Đừng nt nhìu nữa nha shop ơi",hàng ok chất vải mát mẻ nhưng nhắn tin quá nhìu rất làm phiền khác đến nỗi không dám mua đừng nhìu ơi,
Vải  áo  đẹp  nhưng  vải  quần  k bằng  k có  độ co dãn  . Áo  thì  hơi  lem màu,vải áo đẹp nhưng vải quần không bằng không có độ co dãn áo hơi lem màu,
"Hàng mỏng, chất k được dày dặn lắm
Cầm có vẻ nhão, k nghĩ tất mỏng vâyh",hàng mỏng chất không được dày dặn lắm cầm có vẻ nhão không nghĩ tất mỏng,
Áo thì ổn dễ thương nhưng quần xấu mình thấy mua áo riêng còn đẹp.Quần khá thô đi chung với áo ko hợp,áo ổn dễ thương nhưng quần xấu thấy mua áo riêng còn đẹp quần khá thô đi chung áo không hợp,
Ví nhỏ xinh xắn để vừa được các giấy tờ quan trọng,ví nhỏ xinh xắn vừa được các giấy tờ quan trọng,
áo thì k giống màu vs ảnh.,áo không giống màu ảnh,
Lần thứ 2 mình mua ở shop. Tuy nhiên lần này mình hơi không hài lòng về sản phẩm vì in không đẹp và chất vải mỏng :( rất khác với lần đầu,lần thứ mua ở tuy nhiên lần hơi không hài lòng về sản phẩm vì in không đẹp chất vải mỏng rất khác lần đầu,
"Thấy đánh giá nhiều 5sao thử mua 2 cái nhưng mà nhận xong thấy hối hận. Chất nóng, mỏng",thấy đánh giá nhiều thử mua cái nhưng mà nhận xong thấy hối hận chất nóng mỏng,
"Đường may tệ, áo hơi bẩn",đường may tệ áo hơi bẩn,
"Thời gian giao hàng dự kiến cho sản phẩm này là từ 7-9 ngày
 
 🍒 Xin chào bạn ~ Chào mừng bạn đến với cửa hàng #smartsimple. 🍒
 🍑 Nhiều phụ kiện thời trang cho bạn lựa chọn.
 🍑 Sản phẩm chất lượng cao, giá cả hợp lý và dịch vụ hoàn hảo.
 🍑 Vui lòng theo dõi cửa hàng của chúng tôi, một lúc nào đ",thời gian giao hàng dự kiến cho sản phẩm là từ ngày xin chào bạn chào mừng bạn đến cửa hàng nhiều phụ kiện thời trang cho bạn lựa chọn sản phẩm chất lượng cao giá cả hợp lý dịch vụ hoàn hảo vui lòng theo dõi cửa hàng của chúng một lúc nào,cherries cherries peach peach peach
Khá tốt. Giao hàng hơi lâu thôi. Cho 3 sao😊😊😊,khá tốt giao hàng hơi lâu cho,blush blush blush
Thấy giá gốc 52k/ 1 đôi tưởng chất lượng xịn xò nên mua. Deal 1k nhưng thêm ship thành 10k rồi nhận được 1 đôi tất mỏng tanh như giấy. 52k/ 2 chiếc nha không phải 2 đôi đâu ạ :))))) bán hàng có tâm xíu điiiii,thấy giá gốc không đôi tưởng chất lượng xịn xò nên mua deal không nhưng thêm ship thành không nhận được đôi tất mỏng tanh như giấy không chiếc không phải đôi bán hàng có tâm xíu đi,
"Sản phẩm qá bé, ống lăn bằng 1 ngón tay. Quá thất vọng",sản phẩm bé ống lăn bằng ngón tay quá thất vọng,
"Hàng không giống hình ảnh mô tả, chất liệu mỏng. Đúng tiền nào của lấy",hàng không giống hình ảnh mô tả chất liệu mỏng đúng tiền nào của lấy,
Lần đầu quần đẹp lần thứ 2 vải vỏng quần xấu,lần đầu quần đẹp lần thứ vải vỏng quần xấu,
Ghi túi thơm mà chẳng thơm gì hết không  nên mua,ghi túi thơm mà chẳng thơm gì hết không nên mua,
Áo mỏng. Thừa chỉ nhiều. Màu đen nhìn hơi kinh. Mua tạm mặc rồi tìm loại khác. 99k ko đòi hỏi nhiều dc.,áo mỏng thừa chỉ nhiều màu đen nhìn hơi kinh mua tạm mặc tìm loại khác không không đòi hỏi nhiều được,
"Chất lượng tạm tạm nhưng rep chậm nên ít sao, không chú ý đến đơn lắm, tạm ổn",chất lượng tạm tạm nhưng rep chậm nên ít không chú ý đến đơn lắm tạm ổn,
"Ưng dã mannn, vừa rẻ vừa chất lượng",ưng dã man vừa rẻ vừa chất lượng,
Hàng tốt lắm nha shop cảm ơn shop nhiều😍😍,hàng tốt lắm cảm ơn nhiều,heart_eyes heart_eyes
Giao hàng thiếu nhưng đã hoàn tiền,giao hàng thiếu nhưng hoàn tiền,
"Cài tóc rất dễ thương luôn, hàng có rất là lâu. Sản phẩm khá tốt.",cài tóc rất dễ thương luôn hàng có rất là lâu sản phẩm khá tốt,
"Mua được cùng đợt sale mà giao hàng nhanh, túi nhận được đẹp như mẫu, da mềm.",mua được cùng đợt sale mà giao hàng nhanh túi nhận được đẹp như mẫu da mềm,
Đặt nâu nhạt giao đen,đặt nâu nhạt giao đen,
"Đóng gói đẹp chắc chắn. 
Cầm son thì sang nặng tay, hộp son đẹp. 
Màu lên môi tạm ổn chưa chuẩn màu lắm. 
V10 oki hơn v11 lên ko đc đẹp lắm",đóng gói đẹp chắc chắn cầm son sang nặng tay hộp son đẹp màu lên môi tạm ổn chưa chuẩn màu lắm hơn lên không được đẹp lắm,
Hình ảnh mang tính chất nhận xu thôi. Tất quá ok la. Shop giao siêu siêu nhanh. Cảm ơn shop rất nhiều,hình ảnh mang tính chất nhận xu tất quá ok la giao siêu siêu nhanh cảm ơn rất nhiều,
"Hàng đẹp đúng giá tiền. Do bận nên chưa có thời gian chụp hình , hình ảnh chỉ mang tính chất kiếm xu",hàng đẹp đúng giá tiền do bận nên chưa có thời gian chụp hình hình ảnh chỉ mang tính chất kiếm xu,
"Shop tư vấn nhiệt tình, nhanh nhẹn. Áo đẹp chất thấm hút mồ hôi. Đã mua 4 áo của shop đều rất ưng",tư vấn nhiệt tình nhanh nhẹn áo đẹp chất thấm hút mồ hôi mua áo của đều rất ưng,
"Chất khá xấu các bạn nhé, hàng như hình, tốc độ ship rất nhanh. Nói chung mua sale được nhé. Giao hàng nhanh, shipper thân thiện.",chất khá xấu các bạn nhé hàng như hình tốc độ ship rất nhanh nói chung mua sale được nhé giao hàng nhanh thân thiện,
"Quần đẹp, chuẩn bị hàng lâu. Shop k nhiệt tình. Nc chất lượng hàng ok. Trừ 2* cho dịch vụ shop",quần đẹp chuẩn hàng lâu không nhiệt tình nói chuyện chất lượng hàng ok trừ cho dịch vụ,
Đặt 28 giao 29. Giao hàng thì lâu. Shop làm ăn chán quá. Nghỉ mua. Buôn bán v thì có ngày k ai thèm mua. Chán dell chịu được,đặt giao giao hàng lâu làm ăn chán quá nghỉ mua buôn bán có ngày không ai thèm mua chán chịu được,
Lỗ len khá to gió lùa như áo lưới,lỗ len khá to gió lùa như áo lưới,
"Đặt màu đen. Giao màu xám , chịu luôn đấy. Shop bán buôn kiểu vậy thì ko có lần sau đâu :)",đặt màu đen giao màu xám chịu luôn đấy bán buôn kiểu không có lần sau,
"Giao sai màu, màu không liên quan tý nào luôn, chán thực sự .....",giao sai màu màu không liên quan tý nào luôn chán thực sự,
Giao thiếu của mình món này rồi shop ơi,giao thiếu của món ơi,
Sai hoàn toàn về chất vải,sai hoàn toàn về chất vải,
"Đxa nhận đc hàng nhueng mk đặt nhờ chị mk lấy hộ nên ko có ảnh, dùng ảnh khác để kiếm xu ạ :v",nhận được hàng đặt nhờ chị lấy hộ nên không có ảnh dùng ảnh khác kiếm xu,
Áo mỏng quá,áo mỏng quá,
Hàng đẹp ok so với giá,hàng đẹp ok so giá,
"Hàng đẹp, shop đóng gói cẩn thận, mua hàng nhận hàng thấy đẹp như ảnh của shop  chụp - sẽ ủng hộ dài dài, Ship cũng nhanh.",hàng đẹp đóng gói cẩn thận mua hàng nhận hàng thấy đẹp như ảnh của chụp sẽ ủng hộ dài dài ship cũng nhanh,
Nón đẹp rẻ có 1k chắc vậy nên a ship k lấy tiền mik lun🥰,nón đẹp rẻ có không chắc nên a ship không lấy tiền luôn,smiling_face_with_three_hearts
"Chất Liệu Vải Thô,Xấu,...",chất liệu vải thô xấu,
Hàng hơi lâu,hàng hơi lâu,
Màu không đẹp lắm.,màu không đẹp lắm,
"Quần đẹp , đặt kem giao xám bó tay :)))",quần đẹp đặt kem giao xám bó tay,
"Quần vải tốt , đẹp giá rẻ đáng mua",quần vải tốt đẹp giá rẻ đáng mua,
"Balo đẹp, cứng cáp, shop giao hàng nhanh hơn dự kiến",đẹp cứng cáp giao hàng nhanh hơn dự kiến,
"Giá rẻ nên đi kèm chất lượng. Mua 3 chiếc quần, cả 3 chiếc đều lỗi khóa kéo, may ẩu.
Vì cắt mác rồi nên ko đổi lại và sẽ tự sửa.
Trải nghiệm không vui.😞",giá rẻ nên đi kèm chất lượng mua chiếc quần cả chiếc đều lỗi kéo may ẩu vì cắt mác nên không đổi sẽ tự sửa trải nghiệm không vui,disappointed
"Giá hợp lý với chất lượng, tuy vải hơi mỏng 1 chút nhưng đường may chắc chắn. Ủng hộ shop 5 sao",giá hợp lý chất lượng tuy vải hơi mỏng chút nhưng đường may chắc chắn ủng hộ,
quần đẹp nhẹ đáng tiền,quần đẹp nhẹ đáng tiền,
Áo mơi mà cổ áo ố vàng hết ghjjjjhggkkshshejekehhjjjjj hueue,áo mơi mà cổ áo ố vàng hết,
"Nhận hàng xong mà cảm thấy rất thất vọng,cạp quần may bị lỗi,chỉ tuột tùm lum,nói chung tiền nào của đó,rẻ nên kém chất lượng",nhận hàng xong mà cảm thấy rất thất vọng cạp quần may lỗi chỉ tuột tùm lum nói chung tiền nào của rẻ nên kém chất lượng,
"Shop giao hàng nhanh , áo mặc lên form chuẩn mát chất liệu khỏi phải bàn",giao hàng nhanh áo mặc lên form chuẩn mát chất liệu khỏi phải bàn,
Chất lượng kính rất tốt xinh đóng gói cẩn thận nhưng giao khá lâu,chất lượng kính rất tốt xinh đóng gói cẩn thận nhưng giao khá lâu,
Đặt túi màu vàng nhưng giao túi mà xanh nhưng không sao balo chất vải xịn đẹp mà giá lại rẻ nữa,đặt túi màu vàng nhưng giao túi mà xanh nhưng không chất vải xịn đẹp mà giá rẻ,
Giao hàg lâu dã man,giao lâu dã man,
"Giao thiếu hàng
Đã liên hệ shop nhưng không thấy phản hồi
Thất vọng tràn trề",giao thiếu hàng liên hệ nhưng không thấy phản hồi thất vọng tràn trề,
"Hơi nhỏ. Không hài lòng lắm. Khuy bấm quá cứng, khó bấm vào vì sợ rách",hơi nhỏ không hài lòng lắm khuy bấm quá cứng khó bấm vào vì sợ rách,
Mình mua 2 cái mà 2 màu khác nhau. 1 trắng 1 ngà. Thật sự ko hài lòng. Ko đẹp như ảnh,mua cái mà màu khác nhau trắng ngà thật sự không hài lòng không đẹp như ảnh,
hàng đúng hình ảnh chất lượng tốt 👍👍👍👍👍👍,hàng đúng hình ảnh chất lượng tốt,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
Phần phía trước hơi chật,phần phía trước hơi chật,
Cài dễ thương xĩu luôn hic. sản phẩm y hình nhé anh shipper lại còn thân thiện,cài dễ thương xĩu luôn sản phẩm y hình nhé anh còn thân thiện,
Áo rất nhỏ so với ai 1m70 trở lên :)) thề mua về xong qang luôn mình 1m71 :)) mà mặc éo vừa ☹️,áo rất nhỏ so ai trở lên thề mua về xong luôn mình mà mặc éo vừa,frowning_face
"Shop quá tệ. Giao hàng bị hư, hàng lỗi. Đồng hồ bị chết mà đi giao cho khách. Xem lại cách làm việc",quá tệ giao hàng hư hàng lỗi đồng hồ chết mà đi giao cho khách xem cách làm việc,
"Áo chất đẹp ko phải hàng chính hãng nhưng chất dày dặn phù hợp với giá tiền , mua lần này là lần thứ 2 shop giao hàng nhanh . Sẽ tiếp tục ủng hộ .",áo chất đẹp không phải hàng chính hãng nhưng chất dày dặn phù hợp giá tiền mua lần là lần thứ giao hàng nhanh sẽ tiếp tục ủng hộ,
"Hộp kính nhìn cũ đã bị bóc, mặt kính bám bụi",hộp kính nhìn cũ bóc mặt kính bám bụi,
"Mua 3 cái áo thanh toán thành công , shop báo ko còn phải đỏi sang cái khác, ko thì khách tự hủy đơn hoặc ko sẽ giao sai hàng rùi khách tự hoàn hàng, nhân viên vòng vo ko thật một Mall lớn của 5S làm như trẻ con, mua rất nhiều hàng 5s nhưng jo thì chia tay hãng.",mua cái áo thanh toán thành công báo không còn phải đỏi sang cái khác không khách tự đơn hoặc không sẽ giao sai hàng rùi khách tự hoàn hàng nhân viên vòng vo không thật một lớn của s làm như trẻ con mua rất nhiều hàng s nhưng chia tay hãng,
Sản phẩm giống mô tả nhưng giao hàng lâu quá nên gửi shop 3 sao...😎,sản phẩm giống mô tả nhưng giao hàng lâu quá nên gửi,sunglasses
Giao hàng hơi lâu vì từ nước ngoài. Chất da mịn mềm đẹp. Size S eo 67-68 vừa,giao hàng hơi lâu vì từ nước ngoài chất da mịn mềm đẹp size s eo vừa,
"Đồng hồ shop bán kim rớt ra lun ak, mặt trầy hết, thất vọng",đồng hồ bán kim rớt ra luôn mặt trầy hết thất vọng,
"Shop giao sản phẩm nhanh, chất lượng như giá thành 👍👍👍👍👍👍👍👍👍👍👍👍👍👍",giao sản phẩm nhanh chất lượng như giá thành,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
"Túi tiện dụng, mà giao nhầm màu nhé",túi tiện dụng mà giao nhầm màu nhé,
Ví đẹp các bác ạ,ví đẹp các bác,
"Ok. Túi xinh xắn nhưng bị rách. Lỗi này do shop ko kiểm tra hàng trước khi giao. Đổi trả thì phiền quá. Shop chú ý để cái tâm vào khi giao cho khách nha. Có thẻ tag các kiểu
Chất lượng thì sử dụng mới biết",ok túi xinh xắn nhưng rách lỗi do không kiểm tra hàng trước giao đổi trả phiền quá chú ý cái tâm vào giao cho khách có thẻ tag các kiểu chất lượng sử dụng mới biết,
Vải ok đẹp nhưng hơi chật so với cân nặng shop đưa ra 😂,vải ok đẹp nhưng hơi chật so cân nặng đưa ra,joy
"Mình vừa mới nhận được hàng. Khá ấn tượng với shop, thân thiện và chăm sóc khách hàng tốt dù mình đặt mua có 1 món. Thời gian giao hàng siêu nhanh. Chất lượng quá ok luôn ạ. Chất liệu vải tốt. Cảm ơn shop",vừa mới nhận được hàng khá ấn tượng thân thiện chăm sóc khách hàng tốt dù đặt mua có món thời gian giao hàng siêu nhanh chất lượng quá ok luôn chất liệu vải tốt cảm ơn,
Nhìn là ưng cái mắt rùi nhé ae.😂😂 vì là giao màu ngẫu nhiên k  có nhận xét chi( nếu random ra màu đen là tui thích rùi) nhưng màu này cx đc.🥲,nhìn là ưng cái mắt rùi nhé vì là giao màu ngẫu nhiên không có nhận xét chi nếu random ra màu đen là thích rùi nhưng màu cũng được,joy joy smiling_face_with_tear
"Túi đẹp, chất da đẹp, hàng ok, giao hàng nhanh, sẽ ủng hộ shop tiếp, hình ảnh và video không liên quan.
Sẵn em muốn nói em có bán mask nha mọi ng, mấy chị muốn mua liên hệ em",túi đẹp chất da đẹp hàng ok giao hàng nhanh sẽ ủng hộ tiếp hình ảnh video không liên quan sẵn em muốn nói em có bán mask mọi mấy chị muốn mua liên hệ em,
Dây đục lỗ xa quá,dây đục lỗ xa quá,
"tất cả điều ok , mỗi tội lấy nhầm szM áo bé quá 🥺🥺
ảnh k lquan cho lắm@@",tất cả điều ok mỗi tội lấy nhầm áo bé quá ảnh không liên quan cho lắm,pleading_face pleading_face
"Mua 2 bộ, một bộ hồng, một bộ xanh than. Bộ hồng thì rất đẹp còn xanh than thì như là hàng cũ mặc lâu ngày bị bạc màu vậy",mua bộ một bộ hồng một bộ xanh than bộ hồng rất đẹp còn xanh than như là hàng cũ mặc lâu ngày bạc màu,
"Giao hàng siêu siêu lâu,chất lượng sp bt, hình ảnh k lquan chỉ để nhận xu",giao hàng siêu siêu lâu chất lượng sản phẩm bình thường hình ảnh không liên quan chỉ nhận xu,
"Sản phẩm đẹp chất lượng phải dùng mới biết dc, phù hợp vs giá tiền sẽ ủng hộ lần sau.hkgxxvczhk xst fhjbxvknn jnbfkvm.",sản phẩm đẹp chất lượng phải dùng mới biết được phù hợp giá tiền sẽ ủng hộ lần sau,
Giao thiếu khuyên tai còn lại thì ổn lắm ạ,giao thiếu khuyên tai còn ổn lắm,
"Quần mình lấy đúng size cho chồng mình, 63kg size XL mặc vừa, nhưng vải k co giãn tốt nên mặc các lỗ thông hơi cọ vào gây khó chịu nên k mặc được. Vải thì mềm mát, tiếc quá!",quần lấy đúng size cho chồng kg size xl mặc vừa nhưng vải không co giãn tốt nên mặc các lỗ thông hơi cọ vào gây khó chịu nên không mặc được vải mềm mát tiếc quá,
Không giống mô tả không hề co giãn,không giống mô tả không hề co giãn,
"Quần chất vải đẹp,  hơi rộng và ống chân không được ôm. Nhưng có thể sửa lại được.",quần chất vải đẹp hơi rộng ống chân không được ôm nhưng có thể sửa được,
"Chất lượng sản phẩm ok, giao hàng siêu nhanh ạ, đóng gói cẩn thận, đúng màu .....",chất lượng sản phẩm ok giao hàng siêu nhanh đóng gói cẩn thận đúng màu,
"Tuy đồ của local này chưa bao giờ mặc nhưng thấy ngoài đường người ta mặc nhiều nên mua thử lúc giá rẻ, về mẫu thì cũng bt vải k đẹp cho lắm nhưng 80k thì ok rồi",tuy đồ của local chưa bao giờ mặc nhưng thấy ngoài đường người ta mặc nhiều nên mua thử lúc giá rẻ về mẫu cũng bình thường vải không đẹp cho lắm nhưng không ok,
"Giao hàng nhanh, chất vải ổn. Nhưng áo k có khâu vắt chỉ nhìn rất buồn cười.",giao hàng nhanh chất vải ổn nhưng áo không có khâu vắt chỉ nhìn rất buồn cười,
Quần đẹp. Chất ok. Mình ko nghĩ nhận đk quần với giá đó mà chất đẹp vậy. Mỗi tội ck mk mặc hơi chật bụng một chút,quần đẹp chất ok không nghĩ nhận quần giá mà chất đẹp mỗi tội chuyển khoảng mặc hơi chật bụng một chút,
"- được tặng kèm sticker dễ thương :333

- cặp đẹp  , chất lượng tốt  , giá rẻ

- tóm lại là nên mua nha mnnn",được tặng kèm sticker dễ thương cặp đẹp chất lượng tốt giá rẻ tóm là nên mua mọi người,
Đóng gói siêu kỹ càng luôn ạ. Shop giao đúng màu đúng loại. Giao hàng nhanh,đóng gói siêu kỹ càng luôn giao đúng màu đúng loại giao hàng nhanh,
quần form được mà có điều dòng chữ trắng bên đùi ấy. nó nổi mốc đốm đốm. Bỏ tiền ra mua cái quần bị nổi mốc meo thật sự kh vui lắm. Nhưng vì lần trước mua hàng thấy shop cũng ok nên tin tưởng .. lần này thất vọng quá,quần form được mà có điều dòng chữ trắng bên đùi ấy nổi mốc đốm đốm bỏ tiền ra mua cái quần nổi mốc meo thật sự không vui lắm nhưng vì lần trước mua hàng thấy cũng ok nên tin tưởng lần thất vọng quá,
"Vừa mặc đã đứt dây rồi
Ko chắc chắn ,ko ôm ngực ,
Shop phục vụ tốt",vừa mặc đứt dây không chắc chắn không ôm ngực phục vụ tốt,
Vải hơi tệ nhưng giá tiền và sản phẩm bằng nhau,vải hơi tệ nhưng giá tiền sản phẩm bằng nhau,
"Màu k lên như mình nghĩ, mình mua màu nhuộm đen để nhuộm áo trắng nhưng lại không lên màu nổi , mình có mua kèm bình giữ màu nhưng vẫn không có tác dụng. Khá là buồn, mình nghĩ k nên mua",màu không lên như nghĩ mua màu nhuộm đen nhuộm áo trắng nhưng không lên màu nổi có mua kèm bình giữ màu nhưng vẫn không có tác dụng khá là buồn nghĩ không nên mua,
áo màu ngả den chì mới mua dã bị xù lông,áo màu ngả den chì mới mua dã xù lông,
"Balo phù hợp với giá tiền. Lúc giao về hơi nhăn, nhưng đc tặng kèm móc khoá bên trong và thuế cảm ơn, sẽ ủng hộ shop tiếp. Ko chụp đc ảnh nên láy tạm",phù hợp giá tiền lúc giao về hơi nhăn nhưng được tặng kèm móc khoá bên trong thuế cảm ơn sẽ ủng hộ tiếp không chụp được ảnh nên láy tạm,
"Túi của shop mình rất ưng ý, giao hàng nhanh, nhân viên chăm sóc nhiệt tình",túi của rất ưng ý giao hàng nhanh nhân viên chăm sóc nhiệt tình,
hàng không giống trong hình.,hàng không giống trong hình,
"Vải kh đẹp lắm nha mọi người, áo bận vô mình thấy hơi ngứa, quần thì đã bị sứt chỉ ngay đái rồi. Nói chung với giá như vậy thì mình thấy tạm ổn",vải không đẹp lắm mọi người áo bận vô thấy hơi ngứa quần sứt chỉ ngay đái nói chung giá như thấy tạm ổn,
"Hàng đẹp, giao hàng nhanh, áo vải hơi mỏng tí, sẽ ủng hộ shop nhé...",hàng đẹp giao hàng nhanh áo vải hơi mỏng tí sẽ ủng hộ nhé,
"Sản phẩm k có vấn đề nhưng shop có vấn đề.
Cách đây k lâu. Mình bị shop chơi khăm. Từ lúc đó mình đã nghĩ mình sẽ mua cái gì đó ở đây để đánh giá 1 sao cho bằng đc
Mình mua deal vali. Nhưng shop đã ko hỏi ý kiến mình mà câu kết với bên vận chuyển jnt để cho hàng quay đầu mà mình ko kiện được ai về l",sản phẩm không có vấn đề nhưng có vấn đề cách đây không lâu chơi khăm từ lúc nghĩ sẽ mua cái gì ở đây đánh giá cho bằng được mua deal nhưng không hỏi ý kiến mà câu kết bên vận chuyển cho hàng quay đầu mà không kiện được ai về l,
Mua 3 đôi trắng trơn ship 2 đôi xám thất vọnggggggggyggggyyyy,mua đôi trắng trơn ship đôi xám thất,
Sản phẩm đẹp đúng với giá tiền của đồ. Nhân viên giao hàng nhanh nhẹn lịch sự,sản phẩm đẹp đúng giá tiền của đồ nhân viên giao hàng nhanh nhẹn lịch sự,
